country,variable,n,lag,spearman_r,spearman_p,kendall_tau,kendall_p,var_diff_std,health_diff_std,var_diff_nonzero_share,health_diff_nonzero_share,spearman_p_adj,kendall_p_adj,spearman_sig,kendall_sig
Zimbabwe,city,56,1,0.6100112984065229,6.01076565971839e-07,0.595916177494756,4.191272606584308e-07,0.37847523894372065,2.5878473028780755,0.26785714285714285,0.32142857142857145,2.825059860067643e-05,1.969898125094625e-05,True,True
Zimbabwe,pm25_mean,56,1,0.42289150638636247,0.0011660423636437216,0.3811230585424134,0.0010000839698995044,1.0508731681722663,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.02740199554562746,0.023501973292638353,True,True
Zimbabwe,rural,56,1,-0.3811286375983356,0.0037551367035931244,-0.32958919386020147,0.005440113115140231,0.2440991921011127,2.5878473028780755,0.25,0.32142857142857145,0.058830475022958954,0.051137063282318165,False,False
Zimbabwe,no2_uncertainty,56,1,0.3445274220798251,0.009317060359167,0.32832526429002884,0.005097076644961874,0.022568078824263822,2.5878473028780755,0.2857142857142857,0.32142857142857145,0.1061479008394518,0.051137063282318165,False,False
Zimbabwe,anomaly_heat_days,56,1,-0.33621989820604337,0.011292329876537426,-0.3538392070081725,0.0023832321701688893,7.899284859954179,2.5878473028780755,0.30357142857142855,0.32142857142857145,0.1061479008394518,0.0373373039993126,False,True
Zimbabwe,mean_annual_wind_speed,56,1,-0.3198151185328761,0.016271157732320345,-0.3046594982078853,0.008529964291454624,0.07149663549495414,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.12745740223650937,0.06681805361639456,False,False
Zimbabwe,max_year_precip,56,1,0.2914865066348591,0.02928257865778603,0.2855436081242533,0.013689912507996919,0.04196350684671943,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.1966115995594205,0.09191798398226503,False,False
Zimbabwe,runoff_days,56,1,0.27065314944526164,0.04364039132461097,0.266028755201161,0.022002178648305042,7.1164707435747845,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.25638729903208946,0.12926279955879214,False,False
Zimbabwe,max_runoff,56,1,0.1842353759753491,0.17406303941541898,0.1827956989247312,0.11451882394826285,0.04830324612520153,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.4524052885680698,0.256304034550874,False,False
Zimbabwe,extreme_heat_episodes,56,1,-0.17305732964265952,0.20213853318998862,-0.18888228120154138,0.10313825686297698,31.161742903426,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.4524052885680698,0.256304034550874,False,False
Zimbabwe,mean_caution_area,56,1,-0.17658168083097261,0.1929608045039125,-0.1923536439665472,0.09676886300697526,0.06523925159725243,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.4524052885680698,0.256304034550874,False,False
Zimbabwe,mean_extreme_area,56,1,-0.17658168083097261,0.1929608045039125,-0.1923536439665472,0.09676886300697526,0.06523925159725243,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.4524052885680698,0.256304034550874,False,False
Zimbabwe,heat_episodes,56,1,-0.17847025495750707,0.18816708589683123,-0.1899641577060932,0.1009856184358864,30.323574259050595,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.4524052885680698,0.256304034550874,False,False
Zimbabwe,caution_area,56,1,-0.18075642363699618,0.1824791723241437,-0.19474313022700118,0.09269412576478715,23.795712950756645,2.5878473028780755,0.32142857142857145,0.32142857142857145,0.4524052885680698,0.256304034550874,False,False
